row_num_1,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Invalid Columns
20994,2021-03-20 04:07:58,52.39.53.21,113.174.216.159,36686,11740,ICMP,459,Control,FTP,Minus quo quam rerum earum cum vero corrupti. Fugit voluptatem molestias nam sed perspiciatis.,,37.13,,DDoS,Known Pattern A,Logged,Low,Uthkarsh Upadhyay,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; iu-CA) AppleWebKit/534.37.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.37.6",Segment C,"Raichur, Odisha",,,,Server,Destination IP Address (RBL)
21007,2021-01-28 21:24:43,90.18.9.10,222.154.18.217,28322,23708,TCP,484,Data,DNS,Quas autem repellendus nobis dolorum vero perferendis. Aperiam deleniti provident.,IoC Detected,50.92,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Divit Koshy,Opera/8.17.(X11; Linux i686; sv-SE) Presto/2.9.177 Version/12.00,Segment A,"Bathinda, Telangana",110.188.223.11,,,Server,Destination IP Address (RBL)
21037,2020-05-22 06:07:33,187.45.66.81,182.51.152.236,42738,32520,UDP,1117,Data,DNS,Ipsum corrupti vel debitis fugit exercitationem voluptatem. Officia sunt ea voluptates delectus. Blanditiis esse aliquid cum tempora excepturi numquam.,IoC Detected,22.64,Alert Triggered,Malware,Known Pattern B,Blocked,High,Kaira Lalla,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.1),Segment C,"Kozhikode, Telangana",,,,Firewall,Device Information (Suspect Bot)
21041,2022-12-13 20:50:35,28.150.138.62,197.145.100.29,45012,35101,UDP,1260,Control,DNS,Dolorem harum iste accusantium. Natus architecto quas et quis. Tempore minus eligendi delectus. Provident commodi fuga itaque maxime est rem.,,33.46,,DDoS,Known Pattern B,Logged,Low,Vihaan Sarma,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.45.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.45.5",Segment C,"Nagpur, Maharashtra",39.18.137.34,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
21079,2022-01-17 08:59:30,109.141.139.19,216.6.239.87,1576,4658,TCP,1003,Control,HTTP,Commodi earum ratione fuga perspiciatis. Magni esse quasi provident officia voluptas inventore. Explicabo saepe rerum illo. Recusandae eum ad molestiae sit aut.,,86.32,,DDoS,Known Pattern A,Ignored,Low,Dhanush Chandra,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),Segment B,"Tinsukia, Nagaland",,Log Data,,Server,Device Information (Suspect Bot)
21102,2022-08-10 13:57:28,147.157.3.48,183.58.249.2,47439,28880,TCP,200,Control,DNS,Eum repellendus et repellat culpa. Repellat quos ullam est possimus occaecati ab minima.,,12.73,,Intrusion,Known Pattern B,Logged,High,Hiran Sethi,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1 rv:5.0; ru-RU) AppleWebKit/534.24.4 (KHTML, like Gecko) Version/5.0 Safari/534.24.4",Segment C,"Lucknow, Haryana",121.225.226.4,,Alert Data,Firewall,Source IP Address (RBL)
21122,2021-08-26 21:07:06,90.81.199.28,161.141.6.160,30349,36486,UDP,865,Control,FTP,Ipsam iste occaecati optio. Eligendi ipsa soluta quam eum. Eos asperiores adipisci. Expedita laboriosam fuga voluptate in ad rem. Neque debitis magnam quasi reiciendis.,IoC Detected,23.68,,DDoS,Known Pattern B,Ignored,Medium,Ivana Iyer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),Segment B,"Bilaspur, Chhattisgarh",,,Alert Data,Server,Device Information (Suspect Bot)
21130,2020-11-23 11:29:40,216.242.78.125,146.179.254.7,17085,8443,ICMP,681,Control,DNS,Fugit voluptatibus ipsam necessitatibus. Consequatur praesentium quisquam tempore. Voluptates architecto adipisci qui.,,15.85,,Malware,Known Pattern B,Logged,Medium,Nitya Ganguly,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),Segment C,"Ballia, Karnataka",223.160.179.147,,,Firewall,Destination IP Address (RBL)
21136,2021-12-27 11:35:15,27.191.156.253,72.34.75.66,6107,13427,ICMP,1402,Data,FTP,Dolorem fugiat nam harum. Amet provident cum illum ad veritatis aspernatur inventore.,,64.98,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Piya Dua,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_9) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/25.0.825.0 Safari/535.2",Segment B,"Darbhanga, Mizoram",,,Alert Data,Server,Source IP Address (RBL)
21146,2021-03-30 13:11:03,11.175.159.251,128.173.55.86,34310,49877,UDP,555,Control,DNS,Vitae aperiam quidem quis accusantium distinctio. Eveniet veritatis sapiente repellat inventore provident. Commodi facere suscipit vitae ea placeat labore eaque.,IoC Detected,10.76,,Malware,Known Pattern A,Blocked,High,Yashvi Dara,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),Segment C,"Kozhikode, Chhattisgarh",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
21155,2020-09-13 23:31:35,148.92.147.12,93.130.177.119,22616,27712,TCP,1268,Data,FTP,Modi numquam modi expedita. Incidunt reprehenderit magnam. Itaque tempore deleniti tempora. Quia adipisci alias. Dolorum sint cum odio pariatur architecto.,IoC Detected,64.71,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Neysa Gill,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment A,"Jamnagar, Rajasthan",111.97.171.151,,Alert Data,Server,Device Information (Suspect Bot)
21160,2022-10-22 13:57:14,82.109.213.247,3.164.32.74,42681,47936,TCP,451,Control,DNS,Numquam ipsa facilis quaerat labore. Possimus porro veritatis aut blanditiis corporis. Enim nemo laboriosam aliquam magnam facilis cupiditate.,,22.96,,DDoS,Known Pattern B,Ignored,High,Veer Amble,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),Segment A,"Baranagar, Rajasthan",108.194.225.90,Log Data,,Firewall,Destination IP Address (RBL)
21171,2020-08-18 11:33:34,12.103.11.145,79.34.217.214,58115,11812,ICMP,882,Control,DNS,Omnis quis quos aliquam ut debitis corporis. Veniam veniam doloremque praesentium laborum animi.,IoC Detected,76.36,,Intrusion,Known Pattern A,Ignored,High,Kavya Konda,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),Segment C,"Moradabad, Andhra Pradesh",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
21178,2023-02-18 03:57:25,198.186.192.46,124.79.169.26,34923,5903,TCP,1459,Control,FTP,Aspernatur vero tenetur in similique accusamus quod. Hic deserunt modi velit fuga. Explicabo aliquid optio sed similique nostrum.,,95.19,,Intrusion,Known Pattern B,Blocked,Low,Stuvan Char,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Segment B,"Thane, Jharkhand",213.41.236.71,,Alert Data,Firewall,Device Information (Suspect Bot)
21183,2023-02-04 16:42:49,77.95.245.193,219.172.147.67,24276,24920,TCP,495,Control,DNS,Aperiam enim cum beatae voluptatem reprehenderit placeat nemo. Quasi voluptates ipsa praesentium at. Culpa accusantium et explicabo. Sit aliquid saepe soluta autem.,IoC Detected,23.1,Alert Triggered,Malware,Known Pattern B,Blocked,High,Shanaya Balasubramanian,Opera/9.46.(X11; Linux i686; quz-PE) Presto/2.9.164 Version/12.00,Segment A,"Tirupati, Haryana",45.179.200.224,,,Firewall,Destination IP Address (RBL)
21191,2021-11-13 20:43:55,138.64.71.197,109.48.72.201,58887,45724,ICMP,309,Data,DNS,Impedit magni ex voluptatibus deleniti voluptates impedit. Odio eaque eos maxime illo harum.,IoC Detected,64.17,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Piya Chada,"Mozilla/5.0 (Linux; Android 1.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/32.0.812.0 Safari/533.0",Segment B,"Danapur, Chhattisgarh",65.44.179.182,,Alert Data,Firewall,Source IP Address (RBL)
21195,2021-08-25 14:05:58,217.2.248.95,33.124.108.115,53413,38428,UDP,256,Data,DNS,Laborum reprehenderit ratione eveniet quaerat molestias quae. Rerum a odio magnam autem incidunt occaecati voluptatem. Praesentium excepturi velit at dolorem.,IoC Detected,56.54,,Intrusion,Known Pattern B,Logged,Low,Romil Hora,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1; rv:1.9.4.20) Gecko/9660-03-28 01:51:08 Firefox/11.0,Segment A,"Vijayanagaram, Meghalaya",,,Alert Data,Server,Source IP Address (RBL)
21197,2020-05-15 16:24:40,116.89.169.72,65.207.111.198,14332,52581,TCP,657,Control,HTTP,Nihil dolor ipsum aspernatur iure illo. Quisquam modi minus ipsum dolorum labore repellat. Aut facilis nihil dolorum eveniet sequi exercitationem.,,57.41,,Malware,Known Pattern A,Logged,Medium,Sahil Kalla,"Mozilla/5.0 (Windows CE) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/50.0.873.0 Safari/533.1",Segment A,"Bidar, Arunachal Pradesh",,Log Data,Alert Data,Server,Source IP Address (RBL)
21204,2020-03-21 18:15:46,46.2.64.128,185.182.119.221,28480,46788,TCP,435,Data,DNS,Odit corporis suscipit veritatis distinctio. Eum harum cum modi a accusantium. Iusto quia voluptatibus iste temporibus. Perspiciatis reprehenderit illo quia.,IoC Detected,34.97,Alert Triggered,Malware,Known Pattern B,Ignored,High,Jiya Bhakta,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9 rv:4.0; ta-LK) AppleWebKit/535.43.1 (KHTML, like Gecko) Version/4.0.2 Safari/535.43.1",Segment C,"Adoni, West Bengal",,Log Data,Alert Data,Server,Source IP Address (RBL)
21216,2020-05-03 20:33:44,106.184.89.72,158.170.3.73,10529,62601,ICMP,346,Control,DNS,Perferendis cumque accusamus eius. Dignissimos in sint praesentium praesentium. Sed amet aperiam architecto quaerat.,,61.6,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Raghav Vora,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/54.0.810.0 Safari/535.0",Segment A,"Bidar, Jharkhand",,,Alert Data,Firewall,Source IP Address (RBL)
21251,2021-03-13 19:02:53,99.223.237.19,177.76.235.243,44654,10804,UDP,185,Control,HTTP,Pariatur aut similique deserunt amet ratione. In ducimus mollitia. Corrupti tempora sapiente dolorum architecto a. Provident sapiente magnam itaque ut odit. Earum consequatur doloribus numquam.,IoC Detected,67.69,,Malware,Known Pattern B,Ignored,Medium,Miraan Chander,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3 rv:6.0; tr-TR) AppleWebKit/533.38.4 (KHTML, like Gecko) Version/5.0.1 Safari/533.38.4",Segment B,"Rohtak, Mizoram",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
21256,2021-01-16 23:57:52,75.154.230.158,65.49.149.170,42139,12377,ICMP,279,Control,FTP,Aperiam sint voluptate cupiditate. Suscipit iusto rem nam sequi sunt. Ea alias repellat corporis.,,31.26,,Malware,Known Pattern A,Logged,Medium,Yakshit Handa,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1),Segment C,"Gwalior, Uttarakhand",176.51.239.142,,,Firewall,Device Information (Suspect Bot)
21262,2023-07-16 14:29:20,160.161.192.59,20.56.13.224,13995,28513,UDP,548,Control,DNS,Dolore nostrum consequatur iste illo totam. Aperiam exercitationem alias. Nesciunt porro repudiandae minus saepe placeat enim. Quasi autem consectetur autem nisi.,IoC Detected,49.99,,DDoS,Known Pattern A,Ignored,Medium,Tejas Chaudhuri,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment A,"Bhagalpur, Jharkhand",,,Alert Data,Firewall,Device Information (Suspect Bot)
21267,2023-01-18 20:45:28,158.117.75.188,152.247.177.209,12062,25990,UDP,148,Control,DNS,Atque facere maiores neque. Tenetur atque minima nobis. Beatae rem eaque aspernatur.,,22.48,,Malware,Known Pattern A,Logged,High,Stuvan Bhardwaj,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),Segment C,"Faridabad, Madhya Pradesh",31.50.181.70,,Alert Data,Firewall,Device Information (Suspect Bot)
21286,2021-08-02 13:58:24,21.39.229.192,174.221.24.220,15033,50377,UDP,1327,Control,FTP,Perferendis nulla ipsa nihil esse.,IoC Detected,26.86,,Intrusion,Known Pattern A,Logged,High,Fateh Jani,Opera/8.24.(X11; Linux i686; se-NO) Presto/2.9.161 Version/10.00,Segment A,"Coimbatore, Nagaland",,Log Data,,Firewall,Source IP Address (RBL)
21288,2023-08-12 09:44:37,151.113.119.247,145.205.18.182,12477,33552,ICMP,1077,Data,FTP,Alias numquam fugit animi. Quia accusantium adipisci laudantium quidem possimus doloremque.,IoC Detected,17.58,,DDoS,Known Pattern B,Logged,Low,Jayesh Ramaswamy,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.1),Segment A,"Durgapur, Tamil Nadu",,Log Data,,Firewall,Device Information (Suspect Bot)
21299,2020-08-13 05:36:03,189.251.50.54,154.133.26.227,3088,40607,UDP,858,Control,FTP,Ullam ducimus vitae. Quae ea esse molestias. Repellat ducimus reprehenderit pariatur sequi. Praesentium maiores harum ex. Doloribus fugiat sequi ea perferendis qui aut.,IoC Detected,33.37,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Renee Bhat,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.1),Segment C,"Kirari Suleman Nagar, Andhra Pradesh",26.40.52.45,,Alert Data,Firewall,Destination IP Address (RBL)
21301,2022-03-18 23:09:21,221.104.158.127,222.45.248.186,55207,36650,UDP,927,Data,FTP,Voluptatum porro magnam beatae minima non. Nisi corrupti quia ea nesciunt assumenda. Nemo ad impedit voluptatibus maxime ea inventore. Dolores et rerum dolorem eligendi facilis.,,30.74,,Intrusion,Known Pattern A,Logged,High,Hazel Malhotra,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/56.0.813.0 Safari/534.2",Segment A,"Tirupati, Nagaland",,,Alert Data,Server,Destination IP Address (RBL)
21305,2021-11-02 20:59:57,22.82.106.251,123.19.41.219,51012,27703,TCP,449,Control,DNS,Facilis illum est ad omnis. Magnam inventore ex et. Iusto ab magnam sed molestias nihil. Nostrum fuga sunt sit delectus. Distinctio alias distinctio suscipit officiis id. Ex amet voluptate sit.,,89.99,,Malware,Known Pattern A,Logged,High,Shalv Iyengar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),Segment C,"Bharatpur, Uttar Pradesh",147.9.110.217,,,Firewall,Device Information (Suspect Bot)
21331,2021-03-18 15:04:30,196.36.117.145,36.38.128.195,43275,23946,ICMP,1096,Data,HTTP,Et voluptate iusto quia. Voluptates odit odio odio minima porro. Minus ratione reprehenderit eos voluptates doloremque.,IoC Detected,6.11,,DDoS,Known Pattern A,Logged,Low,Raunak Talwar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Segment A,"Arrah, Manipur",,,,Server,Device Information (Suspect Bot)
21334,2021-01-14 17:38:18,136.93.249.83,135.121.240.58,65132,46832,TCP,72,Data,HTTP,Ea quibusdam dolores nihil mollitia cum. Praesentium accusantium eum eum corrupti deleniti quaerat.,,2.58,,Malware,Known Pattern B,Ignored,Low,Vritika Chakraborty,Opera/9.43.(Windows NT 5.01; de-LU) Presto/2.9.164 Version/10.00,Segment B,"Sonipat, Gujarat",,,Alert Data,Server,Source IP Address (RBL)
21344,2020-01-01 19:58:27,148.3.187.51,82.143.224.50,25710,35111,ICMP,779,Data,FTP,Iusto pariatur officia laboriosam dolorum blanditiis. Atque unde voluptatum modi. Eaque dicta modi. Quae ipsam ipsa voluptas perspiciatis. In facere in voluptatibus reiciendis dolores.,,37.76,,DDoS,Known Pattern B,Logged,High,Tejas Jaggi,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/40.0.818.0 Mobile/74B586 Safari/534.2",Segment C,"Vellore, Manipur",,Log Data,Alert Data,Server,Destination IP Address (RBL)
21368,2022-04-04 00:32:32,207.186.104.25,87.32.145.199,37929,41925,ICMP,1161,Data,DNS,Porro quibusdam aliquam est cupiditate quod. Harum distinctio aperiam commodi deserunt vel ab. Quos ab sint doloremque nam.,,91.4,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Kavya Sarna,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.895.0 Safari/533.1",Segment B,"Tenali, Gujarat",,Log Data,,Server,Destination IP Address (RBL)
21395,2022-07-04 22:01:13,58.27.76.178,74.31.191.151,45857,43556,ICMP,574,Control,DNS,Quisquam odit non. Odit fugiat itaque numquam unde. Exercitationem fuga quod ea reprehenderit. Illum in doloribus magni consequuntur laudantium a.,,67.9,,DDoS,Known Pattern B,Blocked,Medium,Neelofar Comar,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/46.0.837.0 Safari/531.2",Segment C,"Warangal, Jharkhand",,Log Data,,Server,Destination IP Address (RBL)
21404,2023-05-24 06:47:33,119.139.188.227,100.185.199.11,32717,24238,UDP,1166,Data,HTTP,At aliquid hic architecto quasi. Error quidem possimus officia dolorem laboriosam. Reiciendis dolor molestiae saepe.,,96.95,,Intrusion,Known Pattern A,Logged,Medium,Oorja Handa,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),Segment C,"Hazaribagh, Goa",11.68.108.215,Log Data,,Server,Device Information (Suspect Bot)
21406,2021-09-13 16:20:25,172.169.68.31,111.54.53.211,42159,43431,ICMP,1212,Control,DNS,Laboriosam aspernatur ab cum alias ratione. Occaecati porro quam. Consequuntur voluptatibus doloremque omnis cupiditate et ea.,IoC Detected,34.92,,Malware,Known Pattern B,Ignored,High,Khushi Hora,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ht-HT) AppleWebKit/532.5.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.5.1",Segment B,"Kumbakonam, Uttar Pradesh",104.105.93.200,,,Server,Destination IP Address (RBL)
21410,2020-02-24 07:59:43,68.57.158.176,74.236.127.9,46602,44717,TCP,198,Control,FTP,Earum accusantium ut aperiam. Officiis perspiciatis libero maiores. Excepturi natus excepturi iusto labore. Delectus esse natus sapiente quo laudantium.,IoC Detected,95.53,,Intrusion,Known Pattern B,Logged,Low,Umang Aggarwal,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),Segment B,"Kalyan-Dombivli, Punjab",135.127.61.116,Log Data,,Server,Destination IP Address (RBL)
21425,2022-03-25 02:00:48,185.211.103.96,30.91.54.197,18174,48596,UDP,536,Data,HTTP,Reiciendis inventore eos. Provident a quia voluptas blanditiis aliquid repellat. Nihil placeat dolorem dolorum cumque. Molestias a quos nam sapiente eos qui.,,96.1,,Intrusion,Known Pattern A,Blocked,High,Pari Chad,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),Segment A,"Akola, Bihar",208.126.189.153,Log Data,,Firewall,Device Information (Suspect Bot)
21435,2021-03-09 06:42:33,20.75.146.128,200.146.162.74,21569,5127,TCP,407,Data,DNS,Illo quisquam quo maiores laboriosam suscipit adipisci. Inventore aperiam magni sapiente sed incidunt dolor inventore. Modi commodi porro quasi dolores quaerat.,,75.62,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Umang Biswas,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; yi-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.18.1",Segment C,"Amravati, West Bengal",,Log Data,,Firewall,Source IP Address (RBL)
21442,2021-08-05 23:44:42,191.243.212.199,119.215.81.95,33474,2854,ICMP,1295,Data,HTTP,Optio maxime libero. Nam laborum id. Rem vero itaque odio fugit doloribus dolore. Odio aliquid deserunt fugit natus quas. Dignissimos error saepe natus provident.,,85.48,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Ivana Kala,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1),Segment B,"Gorakhpur, Mizoram",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
21444,2020-12-24 06:54:45,115.50.150.15,167.184.116.239,29206,7982,ICMP,458,Data,FTP,Ratione illo aspernatur necessitatibus distinctio. Molestias at sequi quo ex ducimus accusamus. Delectus magnam voluptates.,,64.73,,DDoS,Known Pattern A,Logged,Medium,Emir Khurana,Mozilla/5.0 (Windows NT 5.01; mni-IN; rv:1.9.2.20) Gecko/5567-07-18 10:47:24 Firefox/6.0,Segment A,"Bulandshahr, Jharkhand",202.107.74.139,,,Server,Destination IP Address (RBL)
21457,2022-10-01 13:58:26,217.248.113.233,179.180.217.53,12604,35182,ICMP,1434,Control,DNS,Quae minus sunt sequi. Facilis optio quia tempore. Atque cum doloribus sapiente. Repellat assumenda inventore provident. Necessitatibus explicabo officiis aspernatur aliquid est iusto.,,77.34,Alert Triggered,Malware,Known Pattern A,Logged,Low,Akarsh Kala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Segment B,"Bhind, Bihar",142.173.245.64,,Alert Data,Firewall,Device Information (Suspect Bot)
21461,2023-07-25 22:33:22,11.156.3.86,140.188.119.204,14597,63031,UDP,1283,Data,FTP,Odio voluptatibus eum alias. Quidem atque recusandae cupiditate occaecati. Odio vero ab ullam quo.,IoC Detected,87.52,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Nakul Dutt,Mozilla/5.0 (Android 4.4.4; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,Segment B,"Pondicherry, Mizoram",112.80.22.246,Log Data,,Firewall,Destination IP Address (RBL)
21472,2022-11-07 20:57:04,165.45.110.99,157.44.150.12,49222,40497,ICMP,85,Control,HTTP,Itaque cupiditate possimus esse aliquid praesentium modi. Perferendis repellat excepturi in saepe numquam.,IoC Detected,89.1,,Malware,Known Pattern A,Ignored,Medium,Mannat Bhatt,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),Segment B,"Delhi, Nagaland",2.143.118.211,,Alert Data,Firewall,Device Information (Suspect Bot)
21478,2022-02-25 19:43:37,54.12.1.84,137.78.62.149,38002,19591,TCP,1245,Data,DNS,Incidunt quam facere. Asperiores iure est neque. Corrupti itaque laborum atque earum nihil.,,16.55,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Kimaya Bora,Opera/9.58.(Windows NT 5.01; sv-FI) Presto/2.9.178 Version/11.00,Segment B,"Belgaum, Sikkim",,,,Server,Destination IP Address (RBL)
21484,2022-10-30 08:17:02,124.107.149.227,77.68.10.237,39533,46950,TCP,272,Data,HTTP,Provident nihil dolorum possimus excepturi distinctio optio. Repellendus dolores fuga minus similique eveniet repellendus. Beatae vitae dolorem ut eligendi soluta itaque.,,30.33,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Aradhya Saha,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),Segment C,"Aligarh, Arunachal Pradesh",,Log Data,,Server,Device Information (Suspect Bot)
